5022231099	TE41
5022231144	TE41
5022231030	TE41
5022231027	TE41
5022231170	TE42
5022231252	TE42
5022231228	TE42
5022231084	TE42
5022231080	TE42
5022231199	TE43
5022231088	TE43
5022231245	TE43
5022221257	TE43
5022231120	TE43
5022231240	TE44
5022231166	TE44
5022231208	TE44
5022231083	TE44
5022231028	TE44
5022231134	TE45
5022231230	TE45
5022231153	TE45
5022231147	TE45
5022231200	TE45
5022231102	TE46
5022231012	TE46
5022231188	TE46
5022231117	TE46
5022231209	TE46
5022231020	TE47
5022231034	TE47
5022231221	TE47
5022231156	TE47
5022231191	TE47
5022231100	TE48
5022231181	TE48
5022231162	TE48
5022231127	TE48
5022231063	TE48
5022231066	TE49
5022231201	TE49
5022231108	TE49
5022231118	TE49
5022231011	TE49
5022221150	TE50
5022231093	TE50
5022231104	TE50
5022231143	TE50
5022231220	TE50
5022231007	IU01
5022231123	IU01
5022231006	IU01
5022231005	IU01
5022231003	IU02
5022231004	IU02
5022231242	IU02
5022231056	IU02
5022231001	IU02
5022231122	IU03
5022231121	IU03
5022231055	IU03
5022231002	IU03
5023231062	TB01
5023231058	TB01
5023231054	TB01
5023231029	TB01
5023231038	TB01
5023231031	TB02
5023231005	TB02
5023231067	TB02
5023231026	TB02
5023231022	TB02
5023231003	TB03
5023231047	TB03
5023231057	TB03
5023231012	TB03
5023231045	TB03
5023231039	TB04
5023231019	TB04
5023231007	TB04
5023231043	TB04
5023231023	TB04
5023231032	TB05
5023231041	TB05
5023231037	TB05
5023231028	TB05
5023231048	TB05
5023231034	TB06
5023231065	TB06
5023231060	TB06
5023231068	TB06
5023231027	TB06
5023231046	TB07
5023231015	TB07
5023231072	TB07
5023231051	TB07
5023231076	TB07
5023231016	TB08
5023231050	TB08
5023231042	TB08
5023231066	TB08
5023231002	TB08
5023231074	TB09
5023231069	TB09
5023231030	TB09
5023231006	TB09
5023231052	TB09
5023231036	TB10
5023231059	TB10
5023231055	TB10
5023231013	TB10
5023231010	TB10
5023231073	TB11
5023231017	TB11
5023231018	TB11
5023231035	TB11
5023231009	TB11
5023231071	TB12
5023231025	TB12
5023231014	TB12
5023231044	TB12
5023231075	TB12
5023231001	TB12
5023231070	TB13
5023231061	TB13
5023231004	TB13
5023231049	TB13
5023231053	TB13
5023231056	TB13
5023231011	TB14
5023231064	TB14
5023231033	TB14
5023231024	TB14
5023231063	TB14
5023231008	TB14
5048231076	TT01
5048231048	TT01
5048231051	TT01
5048231025	TT01
5048231079	TT01
5048231049	TT02
5048231070	TT02
5048231020	TT02
5048231080	TT02
5048231040	TT02
5048231004	TT03
5048231058	TT03
5048231035	TT03
5048231016	TT03
5048231075	TT03
5048231062	TT04
5048231010	TT04
5048231081	TT04
5048231046	TT04
5048231032	TT04
5048231045	TT05
5048231017	TT05
5048231029	TT05
5048231030	TT05
5048231050	TT05
5048231056	TT06
5048231033	TT06
5048231083	TT06
5048231043	TT06
5048231034	TT06
5048231015	TT07
5048231073	TT07
5048231078	TT07
5048231071	TT07
5048231069	TT07
5048231023	TT08
5048231052	TT08
5048231021	TT08
5048231013	TT08
5048231057	TT08
5048231007	TT09
5048231039	TT09
5048231009	TT09
5048231063	TT09
5048231077	TT09
5048231060	TT10
5048231002	TT10
5048231065	TT10
5048231008	TT10
5048231036	TT10
5048231018	TT11
5048231072	TT11
5048231031	TT11
5048231028	TT11
5048231006	TT11
5048231019	TT12
5048231053	TT12
5048231005	TT12
5048231074	TT12
5048231041	TT12
5048231059	TT13
5048231042	TT13
5048231055	TT13
5048231014	TT13
5048231038	TT13
5048231011	TT14
5048231066	TT14
5048231037	TT14
5048231027	TT14
5048231001	TT14
5048231061	TT15
5048231022	TT15
5048231026	TT15
5048231047	TT15
5048231003	TT15
5048231068	TT15
5048231024	TT16
5048231044	TT16
5048231012	TT16
5048231054	TT16
5048231082	TT16
5048231064	TT16
